Receive ID,Data Size,Phase Values (deg),Received Power (dBm),time of arrival (sec),doa_phi(),doa_theta(deg),dod_phi(deg),dod_theta(deg),rx_x,rx_y,rx_z
100,5,"[126.749, 108.153, 68.5247, 112.298, 42.7273]","[-99.87, -117.567, -133.467, -140.103, -149.232]","[4.35036e-07, 4.4315e-07, 4.37288e-07, 4.40004e-07, 4.54239e-07]","[41.7267, 41.7267, 55.1885, 50.7306, 30.9232]","[53.2547, 128.128, 53.4747, 69.194, 81.6061]","[-138.273, -138.273, -142.165, -140.891, -133.438]","[126.745, 128.128, 126.525, 130.369, 135.21]",112.728,63.8262,2
101,5,"[103.229, -73.4321, -48.3563, -87.2559, -166.343]","[-99.256, -107.284, -139.576, -140.544, -144.877]","[4.05373e-07, 4.14069e-07, 4.26363e-07, 4.11812e-07, 4.1988e-07]","[48.2919, 48.2919, 97.0961, 57.2854, 38.3923]","[50.0562, 131.36, 52.3795, 67.5619, 64.0001]","[-131.708, -131.708, -142.165, -135.039, -119.328]","[129.944, 131.36, 127.621, 134.711, 141.082]",128.728,63.8262,2
102,5,"[170.632, 21.9095, 62.1356, 141.198, -5.01042]","[-98.7149, -108.673, -133.046, -134.712, -140.504]","[3.80918e-07, 3.90159e-07, 4.45567e-07, 3.83443e-07, 3.8791e-07]","[56.5305, 56.5305, 133.359, 49.8956, 64.5932]","[46.9015, 134.53, 54.2593, 52.6238, 66.2396]","[-123.47, -123.47, -142.165, -117.721, -126.662]","[133.099, 134.53, 125.741, 137.058, 138.426]",144.728,63.8262,2
103,5,"[-166.391, -8.53702, -154.005, 150.655, -0.312577]","[-105.578, -115.147, -124.923, -128.063, -130.496]","[4.8005e-07, 4.87415e-07, 3.63017e-07, 3.63414e-07, 4.80326e-07]","[145.382, 145.382, 70.4091, 64.411, 144.244]","[57.1691, 124.149, 42.6218, 39.6389, 54.7633]","[-144.623, -144.623, -115.421, -112.222, -145.24]","[122.831, 124.149, 134.893, 133.357, 121.466]",160.728,63.8262,2
104,5,"[-149.013, -98.1383, 40.8442, -72.9425, -66.2798]","[-127.769, -135.612, -139.851, -141.638, -142.237]","[3.52461e-07, 3.63286e-07, 5.18913e-07, 3.63286e-07, 3.7217e-07]","[77.4192, 55.9722, 150.221, 76.7333, 57.3328]","[37.5086, 49.5414, 62.72, 145.844, 132.953]","[-100.781, -92.4699, -147.77, -100.453, -92.5718]","[135.092, 139.952, 122.206, 135.124, 141.088]",176.728,63.8262,2
105,5,"[-76.8195, -168.185, -0.641631, -89.843, 66.3359]","[-97.9475, -104.413, -108.326, -114.696, -118.793]","[3.48734e-07, 3.58805e-07, 3.48745e-07, 3.58815e-07, 3.49343e-07]","[91.6716, 91.6716, 90.6576, 90.6576, 98.0723]","[41.7282, 139.691, 41.7301, 139.689, 42.1289]","[-88.3284, -88.3284, -87.8814, -87.8814, -92.3333]","[138.272, 139.691, 138.27, 139.689, 138.34]",192.728,63.8262,2
106,5,"[28.2488, -86.0046, 22.7028, -103.043, 136.063]","[-107.597, -117.146, -134.524, -138.053, -140.574]","[4.92128e-07, 4.99315e-07, 4.92766e-07, 4.9323e-07, 3.64695e-07]","[32.7065, 32.7065, 34.0796, 37.8504, 112.798]","[58.0719, 123.228, 54.9172, 58.1516, 24.6882]","[-34.4693, -34.4693, -33.4951, -30.5144, -77.9639]","[121.928, 123.228, 119.539, 121.848, 126.896]",208.728,63.8262,2
107,5,"[-57.7533, 69.0735, 80.9372, -158.675, 91.9378]","[-104.083, -116.135, -136.702, -138.741, -141.341]","[4.55537e-07, 4.63292e-07, 4.56428e-07, 3.7063e-07, 3.77035e-07]","[37.1318, 37.1318, 30.0627, 103.62, 128.489]","[55.1566, 126.198, 55.2345, 39.9718, 28.6263]","[-38.8946, -38.8946, -41.5824, -56.02, -68.1493]","[124.843, 126.198, 124.766, 130.849, 125.53]",224.728,63.8262,2
108,5,"[-127.162, -67.8653, -18.0635, 91.2583, 44.0655]","[-108.334, -130.91, -135.553, -149.838, -151.442]","[3.86572e-07, 3.95777e-07, 4.23971e-07, 4.32293e-07, 4.39837e-07]","[125.542, 124.467, 55.1035, 55.1035, 71.6525]","[47.5258, 134.7, 52.13, 129.267, 53.7202]","[-54.0983, -53.1066, -41.5824, -41.5824, -30.5144]","[132.184, 132.839, 127.87, 129.267, 126.28]",240.728,63.8262,2
109,5,"[-4.21177, 55.5395, -4.48884, 26.3202, 41.1161]","[-99.4063, -108.743, -134.738, -136.491, -139.265]","[4.12445e-07, 4.20995e-07, 4.14577e-07, 4.1724e-07, 4.1757e-07]","[133.519, 133.519, 137.22, 108.399, 125.326]","[50.874, 130.535, 55.6066, 51.4076, 65.8524]","[-46.4812, -46.4812, -51.0923, -41.5824, -43.4105]","[129.126, 130.535, 134.103, 128.592, 133.422]",256.728,63.8262,2
124,5,"[159.705, 178.867, -94.28, -101.772, -128.444]","[-98.6334, -110.223, -111.242, -126.24, -127.257]","[3.77364e-07, 3.8669e-07, 4.37894e-07, 3.86758e-07, 4.45956e-07]","[40.8227, 40.8227, 29.9421, 39.2292, 29.9421]","[46.3945, 135.038, 53.5334, 133.088, 127.846]","[-139.177, -139.177, -149.299, -138.806, -149.299]","[133.606, 135.038, 126.467, 135.471, 127.846]",128.728,79.8262,2
130,5,"[99.2951, 90.6919, 106.38, -87.6037, 86.2336]","[-133.672, -135.645, -138.165, -142.465, -147.928]","[4.32002e-07, 3.38758e-07, 3.39867e-07, 3.49117e-07, 4.41057e-07]","[23.7788, 106.507, 107.268, 106.507, 19.6067]","[48.9352, 39.7995, 33.2623, 141.603, 134.16]","[-32.7339, -47.6919, -48.7253, -47.6919, -33.7255]","[126.42, 140.201, 135.479, 141.603, 127.197]",224.728,79.8262,2
131,5,"[-79.3396, 145.274, 80.9513, 173.695, 59.7232]","[-104.536, -119.077, -126.903, -127.727, -134.433]","[3.96599e-07, 4.03582e-07, 4.12316e-07, 3.96716e-07, 3.59205e-07]","[35.1525, -3.09645, -3.09645, 34.0406, 147.711]","[48.9863, 49.843, 131.575, 52.8706, 33.0886]","[-36.9153, -41.6083, -41.6083, -37.1158, -49.3006]","[131.014, 130.157, 131.575, 131.647, 134.461]",240.728,79.8262,2
147,5,"[18.8252, 19.6585, -36.8051, -36.8128, -74.5545]","[-98.1077, -106.128, -106.145, -118.021, -135.866]","[3.55219e-07, 3.65111e-07, 3.59261e-07, 3.69045e-07, 3.5842e-07]","[31.2026, 31.2026, 150.33, 150.33, 23.2744]","[42.888, 138.538, 43.5775, 137.851, 60.8272]","[-148.797, -148.797, -149.609, -149.609, -147.026]","[137.112, 138.538, 136.423, 137.851, 139.956]",128.728,95.8262,2
153,5,"[-141.888, -109.474, 95.0619, -83.752, -70.9651]","[-102.838, -104.94, -110.005, -110.572, -129.242]","[3.14439e-07, 3.10349e-07, 3.25572e-07, 3.21624e-07, 3.14724e-07]","[45.2181, 131.773, 45.2181, 131.773, 37.5954]","[34.1358, 33.0054, 147.182, 148.29, 34.2124]","[-45.2181, -47.6919, -45.2181, -47.6919, -47.6919]","[145.864, 146.995, 147.182, 148.29, 145.788]",224.728,95.8262,2
169,5,"[-34.1762, -32.7139, 24.7322, 43.3364, -0.75675]","[-98.5776, -111.582, -121.369, -122.832, -125.959]","[3.7495e-07, 3.84334e-07, 3.92299e-07, 3.87572e-07, 3.83411e-07]","[15.4395, 15.4395, -22.5542, -30.6774, -28.2419]","[46.042, 135.39, 133.827, 47.8151, 50.7545]","[-164.56, -164.56, -157.789, -156.307, -158.604]","[133.958, 135.39, 134.299, 132.185, 133.262]",112.728,111.826,2
170,5,"[165.368, -117.048, 70.589, -75.4386, 138.792]","[-97.7291, -104.198, -124.421, -138.465, -140.132]","[3.40086e-07, 3.50405e-07, 4.39261e-07, 3.58254e-07, 4.37161e-07]","[19.1622, 19.1622, 102.32, -101.924, 97.6692]","[40.0672, 141.338, 53.665, 43.408, 53.4624]","[-160.838, -160.838, 169.417, -157.043, 167.448]","[139.933, 141.338, 126.335, 136.592, 126.538]",128.728,111.826,2
171,5,"[158.281, -134.168, 7.7155, 168.736, 107.492]","[-96.9388, -102.636, -137.3, -137.814, -144.199]","[3.10531e-07, 3.218e-07, 4.5677e-07, 3.29884e-07, 4.5134e-07]","[25.1004, 25.1004, 124.289, -54.5287, 119.852]","[33.0573, 148.239, 55.2643, 53.2539, 54.7849]","[-154.9, -154.9, 169.417, -143.612, 167.448]","[146.943, 148.239, 124.736, 144.717, 125.215]",144.728,111.826,2
172,5,"[119.196, 95.4612, -22.6865, 38.3708, -118.46]","[-96.2818, -105.302, -123.46, -129.195, -131.096]","[2.87926e-07, 3.00045e-07, 3.05858e-07, 3.17293e-07, 3.05039e-07]","[35.698, 35.698, -47.3806, -47.3806, -39.8919]","[25.3208, 155.769, 31.6868, 149.579, 31.4367]","[-144.302, -144.302, -127.328, -127.328, -125.646]","[154.679, 155.769, 148.313, 149.579, 148.563]",160.728,111.826,2
173,5,"[27.2806, 98.8839, -140.901, 38.529, -73.844]","[-95.8508, -101.769, -114.619, -130.697, -138.965]","[2.73996e-07, 2.86704e-07, 2.91549e-07, 3.03523e-07, 4.83809e-07]","[57.0262, 57.0262, -69.6688, -69.6688, 163.5]","[18.2162, 162.618, 26.7862, 154.349, 57.4559]","[-122.974, -122.974, -110.898, -110.898, -174.976]","[161.784, 162.618, 153.214, 154.349, 122.544]",176.728,111.826,2
174,5,"[162.922, 168.223, 174.335, 51.0816, -112.978]","[-95.7258, -105.173, -115.748, -128.024, -137.882]","[2.70086e-07, 2.8297e-07, 3.28189e-07, 3.38871e-07, 1.11543e-06]","[95.3831, 95.3831, -30.924, -30.924, 90.8731]","[15.4991, 165.223, 37.5303, 143.845, 77.6302]","[-84.6169, -84.6169, -57.8809, -57.8809, 90.2308]","[164.501, 165.223, 142.47, 143.845, 104.77]",192.728,111.826,2
175,5,"[-69.2972, 39.437, 136.588, 162.944, -169.809]","[-95.9337, -100.989, -110.478, -116.304, -121.015]","[2.76622e-07, 2.89215e-07, 3.04169e-07, 3.15665e-07, 3.08686e-07]","[129.937, 129.937, -112.467, -112.467, -77.6539]","[19.8024, 161.093, 31.1676, 150.086, 32.5272]","[-50.0633, -50.0633, -67.533, -67.533, -57.8809]","[160.198, 161.093, 148.832, 150.086, 147.473]",208.728,111.826,2
176,5,"[-103.642, 174.346, -122.334, 40.9393, -35.704]","[-96.4308, -103.625, -109.699, -109.912, -113.203]","[2.92905e-07, 3.10501e-07, 3.21771e-07, 3.04826e-07, 3.10503e-07]","[147.673, -132.11, -132.11, 147.673, -131.37]","[27.3069, 33.0487, 148.247, 153.844, 33.0493]","[-32.3268, -47.8904, -47.8904, -32.3268, -47.6919]","[152.693, 146.951, 148.247, 153.844, 146.951]",224.728,111.826,2
177,5,"[36.7698, -107.772, -143.648, -13.5217, -132.494]","[-97.1301, -101.4, -105.659, -114.118, -116.321]","[3.17439e-07, 3.32879e-07, 3.28471e-07, 3.32888e-07, 4.00504e-07]","[156.711, -140.5, 156.711, -141.479, -28.5202]","[34.9264, 38.5689, 146.407, 37.9832, 49.4703]","[-23.289, -35.6821, -23.289, -35.9252, -24.6099]","[145.074, 141.431, 146.407, 141.282, 130.53]",240.728,111.826,2
