Receive ID,Data Size,Phase Values (deg),Received Power (dBm),time of arrival (sec),doa_phi(),doa_theta(deg),dod_phi(deg),dod_theta(deg),rx_x,rx_y,rx_z
147,5,"[-72.7919, -162.255, -103.883, -48.8426, -92.6586]","[-99.2135, -107.015, -113.365, -116.948, -136.952]","[4.034e-07, 4.12137e-07, 4.06978e-07, 4.1564e-07, 4.10258e-07]","[47.8155, 47.8155, 133.828, 133.828, 11.6391]","[49.8211, 131.597, 50.2451, 131.17, 50.6252]","[-132.184, -132.184, -133.108, -133.108, -127.181]","[130.179, 131.597, 129.755, 131.17, 129.375]",128.728,95.8262,2
153,5,"[-50.1861, -121.849, 76.4941, -151.812, -127.524]","[-98.3281, -100.749, -111.598, -116.292, -128.574]","[3.64341e-07, 3.67827e-07, 3.73992e-07, 3.77388e-07, 3.65374e-07]","[116.397, 61.4803, 116.397, 61.4803, 131.773]","[44.4107, 44.9622, 137.02, 136.47, 44.5757]","[-63.6028, -61.4803, -63.6028, -61.4803, -66.0477]","[135.589, 135.038, 137.02, 136.47, 135.424]",224.728,95.8262,2
169,5,"[6.323, 119.502, 135.844, -154.101, 12.2193]","[-99.3038, -104.148, -107.659, -117.005, -129.472]","[4.0761e-07, 4.23782e-07, 4.16259e-07, 4.32107e-07, 4.24103e-07]","[33.906, -38.1789, 33.906, -38.1789, -32.4733]","[50.319, 52.1101, 131.095, 129.287, 47.2275]","[-146.094, -141.057, -146.094, -141.057, -140.445]","[129.681, 127.89, 131.095, 129.287, 127.306]",112.728,111.826,2
170,5,"[106.752, -124.721, 34.653, 98.0362, 169.157]","[-98.5964, -111.102, -140.124, -140.367, -144.902]","[3.75761e-07, 3.85126e-07, 4.42293e-07, 4.04338e-07, 4.37993e-07]","[40.2145, 40.2145, 102.32, 107.258, 97.6692]","[46.1612, 135.271, 53.9534, 49.9332, 53.543]","[-139.786, -139.786, -165.553, -151.193, -166.54]","[133.839, 135.271, 126.047, 130.067, 126.457]",128.728,111.826,2
171,5,"[79.9129, 76.0276, 150.627, 129.017, -1.96846]","[-97.9593, -104.491, -117.103, -117.628, -128.638]","[3.4921e-07, 3.59267e-07, 3.88451e-07, 4.59863e-07, 4.67546e-07]","[48.7282, 48.7282, -56.1521, 124.289, 124.289]","[41.8156, 139.604, 134.778, 55.531, 125.818]","[-131.272, -131.272, -123.848, -165.553, -165.553]","[138.184, 139.604, 134.778, 124.469, 125.818]",144.728,111.826,2
172,5,"[-115.342, -27.5138, -66.2203, -156.84, -83.664]","[-97.4474, -108.905, -116.739, -124.619, -126.108]","[3.2924e-07, 3.39889e-07, 3.70601e-07, 4.74706e-07, 4.6714e-07]","[60.206, 60.206, -66.3695, 153.185, 153.185]","[37.7678, 143.61, 137.586, 125.196, 56.1415]","[-119.794, -119.794, -113.631, -153.185, -153.185]","[142.232, 143.61, 137.586, 125.196, 123.858]",160.728,111.826,2
173,5,"[87.5136, -167.763, -66.2205, -18.3807, 47.1951]","[-97.1207, -105.417, -106.058, -106.963, -113.195]","[3.17098e-07, 3.28141e-07, 3.47816e-07, 5.22312e-07, 3.57913e-07]","[75.025, 75.025, -78.7989, 157.073, -78.7989]","[34.8381, 146.493, 41.5583, 60.1129, 139.859]","[-104.975, -104.975, -101.768, -157.423, -101.768]","[145.162, 146.493, 138.442, 119.887, 139.859]",176.728,111.826,2
174,5,"[-170.103, -103.157, 71.5135, -110.456, -45.0489]","[-97.0269, -103.584, -106.517, -113.008, -113.278]","[3.13693e-07, 3.24852e-07, 3.46571e-07, 3.46571e-07, 3.56703e-07]","[92.1534, 92.1534, -91.6476, -91.7368, -91.6476]","[33.9343, 147.38, 41.3256, 41.3256, 140.09]","[-87.8466, -87.8466, -88.3524, -88.3643, -88.3524]","[146.066, 147.38, 138.674, 138.674, 140.09]",192.728,111.826,2
175,5,"[179.819, 3.29683, -170.394, 44.9133, -133.652]","[-97.181, -105.736, -106.44, -107.194, -113.521]","[3.19306e-07, 3.5236e-07, 5.32164e-07, 3.30275e-07, 3.6233e-07]","[108.916, -104.462, -10.3395, 108.916, -104.462]","[35.4033, 42.3851, 60.7207, 145.938, 139.038]","[-71.0842, -75.3548, -42.7906, -71.0842, -75.3548]","[144.597, 137.615, 119.279, 145.938, 139.038]",208.728,111.826,2
176,5,"[125.62, -14.8069, 48.6618, 64.3836, 28.7121]","[-97.5586, -106.049, -129.402, -132.04, -133.637]","[3.33481e-07, 3.43998e-07, 4.87292e-07, 4.87431e-07, 3.65572e-07]","[122.934, 122.934, -14.5805, -15.6205, -131.37]","[38.6984, 142.692, 57.7169, 57.7272, 44.6074]","[-57.0661, -57.0661, -42.5368, -42.9143, -66.0477]","[141.302, 142.692, 122.283, 122.273, 135.393]",224.728,111.826,2
177,5,"[-179.506, 176.902, 80.6322, 103.795, 19.5375]","[-98.107, -106.118, -106.298, -117.118, -120.037]","[3.55194e-07, 3.65087e-07, 4.45296e-07, 3.82567e-07, 3.82746e-07]","[133.617, 133.617, -39.0481, -124.552, -124.241]","[42.8836, 138.542, 54.2341, 47.1322, 47.157]","[-46.383, -46.383, -44.9263, -53.2699, -53.2699]","[137.116, 138.542, 125.766, 132.868, 132.843]",240.728,111.826,2
178,5,"[-4.38777, -167.31, -77.6236, 31.901, 160.908]","[-98.7661, -107.959, -115.888, -124.49, -131.059]","[3.83167e-07, 3.92355e-07, 5.07719e-07, 4.66099e-07, 5.14689e-07]","[141.517, 141.517, 46.7947, -144.967, 46.7947]","[47.2154, 134.215, 59.1619, 56.0556, 122.114]","[-38.483, -38.483, -42.0075, -47.6217, -42.0075]","[132.785, 134.215, 120.838, 123.944, 122.114]",256.728,111.826,2
193,5,"[-60.1648, -70.5622, 95.2136, 89.1091, -147.711]","[-98.0794, -104.523, -105.71, -119.043, -130.404]","[3.54065e-07, 3.73595e-07, 3.63988e-07, 3.83013e-07, 4.02042e-07]","[30.4364, 153.018, 30.4364, 153.018, 112.149]","[42.6865, 45.8414, 138.738, 135.591, 49.6575]","[-149.564, -153.018, -149.564, -153.018, -165.553]","[137.314, 134.159, 138.738, 135.591, 130.342]",128.728,127.826,2
194,5,"[-178.393, 104.691, -68.4603, 149.371, -104.382]","[-97.3547, -111.058, -111.611, -117.442, -120.372]","[3.2575e-07, 4.98987e-07, 3.36509e-07, 4.23271e-07, 4.98989e-07]","[38.3719, 16.7961, 38.3719, 158.373, 16.2891]","[36.9682, 58.5614, 144.399, 52.0563, 58.5615]","[-141.628, -163.554, -141.628, -158.724, -163.486]","[143.032, 121.439, 144.399, 127.944, 121.438]",144.728,127.826,2
195,5,"[-137.531, 167.625, 31.3267, -154.284, 65.3818]","[-108.177, -121.411, -121.533, -126.399, -127.643]","[4.63833e-07, 4.71452e-07, 3.04433e-07, 3.94538e-07, 4.40631e-07]","[161.311, 161.311, 44.2706, -68.9442, -74.3198]","[55.867, 125.476, 27.3634, 48.7255, 53.3183]","[-161.661, -161.661, -128.563, -109.233, -106.701]","[124.133, 125.476, 148.132, 131.275, 125.974]",160.728,127.826,2
196,5,"[-32.382, 23.8532, -97.5524, 4.33205, -10.3637]","[-96.3759, -109.267, -114.538, -117.097, -118.779]","[2.91061e-07, 3.03054e-07, 3.84699e-07, 4.50986e-07, 3.93852e-07]","[68.9476, 68.9476, -80.8969, -40.2832, -80.8969]","[26.5951, 154.535, 47.4262, 54.7532, 134.004]","[-111.052, -111.052, -99.6704, -70.7934, -99.6704]","[153.405, 154.535, 132.574, 125.247, 134.004]",176.728,127.826,2
197,5,"[-91.9598, 92.1035, 90.3837, -107.307, -141.896]","[-96.2643, -104.679, -130.706, -131.743, -132.919]","[2.87348e-07, 2.9949e-07, 4.21535e-07, 3.83918e-07, 3.93088e-07]","[93.0972, 93.0972, -55.7362, -90.5818, -90.5818]","[25.0759, 156.006, 51.872, 47.319, 134.111]","[-86.9028, -86.9028, -72.1946, -88.3643, -88.3643]","[154.924, 156.006, 128.128, 132.681, 134.111]",192.728,127.826,2
198,5,"[-129.923, -29.0027, 150.04, -107.301, 83.4123]","[-96.4474, -108.555, -109.545, -121.594, -124.217]","[2.93464e-07, 2.93472e-07, 3.05364e-07, 3.05371e-07, 5.44781e-07]","[116.249, 112.755, 116.249, 112.755, -35.2789]","[27.5178, 27.5207, 153.639, 153.636, 61.462]","[-63.7506, -63.5124, -63.7506, -63.5124, -47.6217]","[152.482, 152.479, 153.639, 153.636, 118.538]",208.728,127.826,2
199,5,"[15.7067, 9.98063, -148.534, -71.1724, 80.5721]","[-107.472, -107.765, -113.961, -119.491, -123.933]","[5.08188e-07, 4.00242e-07, 4.09047e-07, 5.15151e-07, 4.12135e-07]","[-40.0759, -111.888, -111.888, -40.0759, 111.468]","[59.1934, 49.4382, 131.982, 122.082, 50.839]","[-43.8986, -68.1117, -68.1117, -43.8986, -69.2434]","[120.807, 130.562, 131.982, 122.082, 129.161]",224.728,127.826,2
200,5,"[61.4667, 16.1425, 106.477, 80.5037, 131.474]","[-97.5241, -106.768, -126.583, -127.669, -131.181]","[3.32157e-07, 3.42716e-07, 3.42839e-07, 3.42898e-07, 3.33445e-07]","[143.897, 143.897, 146.74, 139.467, 152.006]","[38.4126, 142.974, 139.703, 140.149, 50.9838]","[-36.1033, -36.1033, -36.6324, -35.0303, -37.5118]","[141.587, 142.974, 143.526, 143.584, 143.208]",240.728,127.826,2
201,5,"[-170.094, -157.676, -88.253, -179.647, 143.414]","[-98.27, -105.878, -109.78, -112.78, -122.077]","[3.61915e-07, 3.96159e-07, 3.71629e-07, 4.05052e-07, 5.01431e-07]","[151.083, 24.0262, 151.083, 24.0262, -43.0567]","[44.0173, 48.9309, 137.413, 132.493, 58.7319]","[-28.9174, -24.0262, -28.9174, -24.0262, -41.326]","[135.983, 131.069, 137.413, 132.493, 121.268]",256.728,127.826,2
216,5,"[-49.5269, -94.5066, 176.609, -92.888, 18.1399]","[-97.7129, -104.281, -105.629, -116.024, -142.574]","[3.39452e-07, 3.4979e-07, 3.59777e-07, 3.69547e-07, 3.61546e-07]","[18.2423, 18.2423, 164.06, 164.06, 155.975]","[39.9399, 141.464, 43.6637, 137.765, 27.609]","[-161.758, -161.758, -164.06, -164.06, -164.668]","[140.06, 141.464, 136.336, 137.765, 134.47]",128.728,143.826,2
217,5,"[-171.919, 88.2311, -171.209, -6.88194, 156.922]","[-96.9184, -102.5, -107.757, -115.681, -119.737]","[3.09804e-07, 3.21099e-07, 5.94106e-07, 5.94107e-07, 4.06716e-07]","[23.9497, 23.9497, 107.904, 107.889, 166.897]","[32.8501, 148.442, 64.0188, 63.9232, 132.278]","[-156.05, -156.05, 143.771, 143.758, -166.897]","[147.15, 148.442, 115.981, 115.898, 132.278]",144.728,143.826,2
220,5,"[-163.953, -76.7904, -88.6791, -100.663, -176.037]","[-95.6952, -106.553, -122.164, -122.916, -135.342]","[2.69136e-07, 2.82064e-07, 4.24709e-07, 6.11421e-07, 6.11455e-07]","[95.5095, 95.5095, -90.3494, -37.1863, -37.1599]","[14.7526, 165.938, 52.2073, 64.8068, 64.1422]","[-84.4905, -84.4905, -88.3643, -46.7881, -46.7661]","[165.247, 165.938, 127.793, 115.193, 114.634]",192.728,143.826,2
223,5,"[135.295, -50.5209, -49.8306, 46.2583, 109.39]","[-97.1053, -117.903, -123.359, -128.062, -130.294]","[3.16535e-07, 3.27616e-07, 3.16806e-07, 4.7424e-07, 3.18893e-07]","[157.75, 156.913, 160.605, 8.61641, 145.746]","[34.6914, 147.886, 40.2054, 124.772, 39.1538]","[-22.2505, -22.0813, -22.8098, -10.7396, -12.6707]","[145.309, 146.374, 146.23, 125.416, 147.546]",240.728,143.826,2
224,5,"[-138.792, -73.5768, 173.638, -68.7755, -29.3535]","[-97.92, -104.259, -110.352, -129.47, -139.625]","[3.47633e-07, 3.57734e-07, 4.23954e-07, 4.32276e-07, 4.2572e-07]","[162.782, 162.782, 10.0502, 10.0502, 12.1233]","[41.5242, 139.893, 52.1281, 129.268, 41.5937]","[-17.2181, -17.2181, -12.0963, -12.0963, -11.6887]","[138.476, 139.893, 127.872, 129.268, 125.335]",256.728,143.826,2
238,5,"[69.1234, 133.059, -152.149, -36.6568, -20.8938]","[-98.4252, -114.009, -132.895, -142.559, -144.092]","[3.68434e-07, 3.7798e-07, 3.77432e-07, 3.91691e-07, 3.86686e-07]","[3.26012, 3.26012, -36.4976, 71.1095, -36.1522]","[45.0567, 136.375, 46.4043, 48.3589, 135.038]","[-176.74, -176.74, -169.294, 173.453, -169.282]","[134.943, 136.375, 133.596, 131.641, 135.038]",112.728,159.826,2
239,5,"[-155.314, -60.3445, 65.7413, -14.3186, 114.871]","[-97.5424, -106.369, -118.051, -127.504, -139.036]","[3.32857e-07, 3.43394e-07, 4.31219e-07, 4.31578e-07, 3.38503e-07]","[4.09849, 4.09849, -110.762, -106.196, 3.0398]","[38.5643, 142.824, 52.8751, 52.9112, 54.1496]","[-175.902, -175.902, -154.697, -156.314, -175.156]","[141.436, 142.824, 127.125, 127.089, 148.447]",128.728,159.826,2
240,5,"[146.319, -90.7556, 153.568, -178.47, 64.7464]","[-119.241, -119.926, -133.209, -133.257, -135.43]","[3.02693e-07, 5.49146e-07, 3.14751e-07, 5.49687e-07, 4.5315e-07]","[6.08998, 110.329, 6.89116, 113.352, -132.105]","[27.6228, 61.7094, 156.671, 61.7398, 54.9463]","[-174.637, 142.167, -174.851, 144.252, -156.314]","[148.425, 118.291, 148.435, 118.26, 125.054]",144.728,159.826,2
242,5,"[-142.191, 142.296, 109.646, 179.619, -79.1097]","[-95.5558, -105.947, -111.585, -116.687, -119.585]","[2.64855e-07, 2.77982e-07, 2.75213e-07, 2.87867e-07, 2.75213e-07]","[17.5801, 17.5801, 170.459, 170.459, 170.339]","[10.6837, 169.826, 18.9708, 161.893, 18.7299]","[-162.42, -162.42, -170.459, -170.459, -170.495]","[169.316, 169.826, 161.029, 161.893, 160.954]",176.728,159.826,2
243,5,"[54.387, 144.549, -163.609, -101.968, 42.2033]","[-95.4207, -101.187, -131.156, -132.146, -142.978]","[2.60769e-07, 2.74092e-07, 8.61439e-07, 4.75593e-07, 8.65497e-07]","[113.926, 113.926, 91.0009, -90.2497, 91.0027]","[3.56713, 176.606, 73.1255, 125.121, 108.429]","[-66.0738, -66.0738, 90.1026, -88.3643, 90.1044]","[176.433, 176.606, 108.32, 125.121, 108.429]",192.728,159.826,2
