Receive ID,Data Size,Phase Values (deg),Received Power (dBm),time of arrival (sec),doa_phi(),doa_theta(deg),dod_phi(deg),dod_theta(deg),rx_x,rx_y,rx_z
100,5,"[-154.814, -81.6868, 68.7897, 111.018, -17.9398]","[-100.012, -115.988, -132.73, -139.335, -147.989]","[4.42191e-07, 4.50176e-07, 4.43955e-07, 4.46504e-07, 4.51909e-07]","[43.2945, 43.2945, 55.1885, 51.356, 55.1885]","[53.9438, 127.43, 54.1093, 69.0262, 127.262]","[-136.706, -136.706, -140.048, -138.953, -140.048]","[126.056, 127.43, 125.891, 129.416, 127.262]",112.728,63.8262,2
101,5,"[110.436, -111.093, -162.801, 153.805, 163.797]","[-99.4189, -108.903, -139.433, -140.163, -144.825]","[4.13039e-07, 4.21576e-07, 4.32936e-07, 4.18608e-07, 4.27218e-07]","[49.8491, 49.8491, 97.0961, 57.8309, 39.9416]","[50.941, 130.468, 53.047, 67.436, 64.4681]","[-130.151, -130.151, -140.048, -132.966, -118.044]","[129.059, 130.468, 126.953, 133.464, 139.855]",128.728,63.8262,2
102,5,"[-44.6921, -37.3779, 6.31347, -179.229, 118.848]","[-98.8989, -106.843, -131.264, -139.946, -143.412]","[3.89062e-07, 3.98115e-07, 4.52299e-07, 3.95104e-07, 4.56918e-07]","[57.9609, 57.9609, 133.359, 65.0536, 129.865]","[48.0138, 133.414, 54.8706, 66.1572, 43.8098]","[-122.039, -122.039, -140.048, -124.691, -141.427]","[131.986, 133.414, 125.129, 136.884, 120.221]",144.728,63.8262,2
103,5,"[-42.0492, 33.274, -73.6257, 134.972, -48.6795]","[-105.091, -115.078, -125.142, -130.387, -130.522]","[4.86587e-07, 4.93855e-07, 3.7156e-07, 4.86861e-07, 3.72445e-07]","[143.892, 143.892, 71.4432, 142.732, 64.9809]","[57.6644, 123.644, 44.0046, 55.2963, 39.5046]","[-143.133, -143.133, -114.258, -143.763, -110.937]","[122.336, 123.644, 133.579, 120.993, 131.331]",160.728,63.8262,2
104,5,"[102.912, 139.425, -147.981, -49.4864, 149.476]","[-130.184, -135.624, -137.366, -143.153, -143.278]","[3.61755e-07, 3.71861e-07, 3.73347e-07, 5.24985e-07, 3.72585e-07]","[77.7203, 57.3713, 54.7301, 148.836, 77.0392]","[37.4756, 50.6588, 52.4722, 63.0556, 145.878]","[-100.111, -92.3483, -91.9906, -146.347, -99.8093]","[132.865, 138.404, 138.618, 121.785, 132.892]",176.728,63.8262,2
105,5,"[63.8686, 123.984, 153.29, -144.846, -62.1516]","[-98.1658, -107.174, -108.084, -117.018, -118.863]","[3.57601e-07, 3.67429e-07, 3.5761e-07, 3.67438e-07, 3.58196e-07]","[91.5764, 91.5764, 90.6576, 90.6576, 97.6453]","[43.2973, 138.13, 43.2988, 138.129, 43.6716]","[-88.4236, -88.4236, -88.049, -88.049, -92.2176]","[136.703, 138.13, 136.701, 138.129, 136.772]",192.728,63.8262,2
106,5,"[-174.463, -52.666, -160.361, -50.679, 54.0088]","[-106.534, -117.118, -134.312, -134.796, -140.049]","[4.9855e-07, 5.05645e-07, 4.99183e-07, 4.99111e-07, 5.00146e-07]","[34.1667, 34.1667, 35.5704, 37.8504, 39.273]","[58.5306, 122.759, 55.4196, 58.57, 65.0601]","[-35.9295, -35.9295, -34.9322, -33.1769, -34.0726]","[121.469, 122.759, 119.115, 121.43, 123.6]",208.728,63.8262,2
107,5,"[-33.6747, 114.548, 17.9766, -125.117, 131.391]","[-104.111, -115.137, -138.951, -139.086, -142.369]","[4.62423e-07, 4.70064e-07, 3.78992e-07, 4.63739e-07, 3.87084e-07]","[38.6657, 38.6657, 102.886, 30.0627, 127.645]","[55.7485, 125.596, 41.4427, 55.8591, 28.356]","[-40.4285, -40.4285, -57.457, -43.5927, -69.1937]","[124.252, 125.596, 129.757, 124.141, 123.836]",224.728,63.8262,2
108,5,"[178.458, -19.9226, 130.859, 116.21, -162.293]","[-108.708, -128.843, -135.576, -149.586, -150.814]","[3.94581e-07, 4.03605e-07, 4.31005e-07, 4.63413e-07, 4.45424e-07]","[124.048, 122.993, 55.1035, 102.44, 71.6525]","[48.5711, 133.621, 52.8536, 55.8318, 54.246]","[-55.5751, -54.5997, -43.5927, -34.3532, -33.1769]","[131.13, 131.808, 127.146, 124.168, 125.754]",240.728,63.8262,2
109,5,"[-80.5743, -122.415, -135.561, -112.782, -13.8249]","[-99.5633, -111.276, -134.781, -136.449, -138.653]","[4.19957e-07, 4.28357e-07, 4.22042e-07, 4.24206e-07, 4.24301e-07]","[131.944, 131.944, 135.638, 108.399, 124.729]","[51.7028, 129.698, 56.2904, 52.1546, 65.6958]","[-48.0558, -48.0558, -52.6167, -43.5927, -45.4795]","[128.297, 129.698, 133.118, 127.845, 132.228]",256.728,63.8262,2
124,5,"[81.3014, 9.75406, -160.147, 73.6896, 103.053]","[-98.7797, -107.8, -109.763, -124.399, -126.122]","[3.83765e-07, 3.92939e-07, 4.43462e-07, 4.51424e-07, 3.93005e-07]","[42.838, 42.838, 31.7415, 31.7415, 41.2309]","[47.298, 134.132, 54.0632, 127.308, 132.244]","[-137.162, -137.162, -147.5, -147.5, -136.789]","[132.702, 134.132, 125.937, 127.308, 134.551]",128.728,79.8262,2
130,5,"[-33.96, -168.873, -83.0202, -56.2467, -81.5803]","[-134.102, -135.17, -140.049, -140.455, -150.522]","[3.45221e-07, 4.37878e-07, 3.67071e-07, 3.55392e-07, 4.47028e-07]","[106.507, 24.271, 138.624, 106.507, 20.012]","[41.0702, 48.3876, 52.2581, 140.344, 134.723]","[-51.2297, -34.7036, -50.8113, -51.2297, -35.7036]","[138.93, 125.695, 137.633, 140.344, 126.415]",224.728,79.8262,2
131,5,"[-32.6928, -119.682, 27.0342, 52.9439, -107.311]","[-104.834, -114.865, -123.708, -127.478, -134.655]","[4.02704e-07, 4.10402e-07, 4.18993e-07, 4.02791e-07, 4.03292e-07]","[37.1124, -3.09645, -3.09645, 35.9593, 44.6405]","[49.7374, 50.6416, 130.77, 53.5202, 58.6488]","[-38.8752, -43.6143, -43.6143, -39.0881, -38.1752]","[130.263, 129.358, 130.77, 130.882, 130.97]",240.728,79.8262,2
147,5,"[-100.279, -175.304, 27.5243, -82.7635, 29.2357]","[-98.2256, -106.426, -108.55, -121.863, -135.691]","[3.60071e-07, 3.64061e-07, 3.69833e-07, 3.73719e-07, 3.63238e-07]","[33.7859, 147.783, 33.7859, 147.783, 25.4335]","[43.7127, 44.3657, 137.716, 137.065, 61.263]","[-146.214, -147.063, -146.214, -147.063, -144.374]","[136.287, 135.634, 137.716, 137.065, 139.065]",128.728,95.8262,2
153,5,"[155.368, -148.259, -12.1014, 155.692, -156.749]","[-97.0869, -102.185, -104.638, -112.349, -112.985]","[3.15865e-07, 3.19885e-07, 3.2695e-07, 3.15887e-07, 3.30835e-07]","[129.366, 48.0732, 129.366, 131.773, 48.0732]","[34.5155, 35.549, 146.81, 34.5213, 145.795]","[-50.6337, -48.0732, -50.6337, -51.2297, -48.0732]","[145.485, 144.451, 146.81, 145.479, 145.795]",224.728,95.8262,2
169,5,"[132.14, -52.1553, -156.009, 62.9863, -99.352]","[-98.6412, -109.396, -110.051, -114.936, -123.508]","[3.77702e-07, 3.96092e-07, 3.8702e-07, 3.91737e-07, 3.87149e-07]","[18.0877, -24.0517, 18.0877, -30.6774, -28.6559]","[46.4432, 133.692, 134.989, 48.3648, 50.3856]","[-161.912, -155.184, -161.912, -153.448, -155.851]","[133.557, 133.692, 134.989, 131.635, 132.614]",112.728,111.826,2
170,5,"[-16.6371, -79.0626, -137.04, 138.583, -24.3191]","[-97.8062, -104.007, -116.535, -133.95, -138.837]","[3.43114e-07, 3.53345e-07, 4.37627e-07, 4.45693e-07, 3.62024e-07]","[22.3392, 22.3392, 102.32, 102.32, -101.924]","[40.6647, 140.746, 53.5075, 127.872, 44.0351]","[-157.661, -157.661, 172.58, 172.58, -154.084]","[139.335, 140.746, 126.492, 127.872, 135.965]",128.728,111.826,2
171,5,"[-45.5697, 54.5691, -124.716, 10.1401, -175.079]","[-97.031, -103.644, -137.262, -137.566, -144.285]","[3.1384e-07, 3.24994e-07, 3.34651e-07, 4.55103e-07, 4.49328e-07]","[28.9834, 28.9834, -55.0156, 124.289, 119.852]","[33.9743, 147.341, 53.089, 55.1186, 54.6036]","[-151.017, -151.017, -140.222, 172.58, 170.697]","[146.026, 147.341, 143.38, 124.881, 125.396]",144.728,111.826,2
172,5,"[80.4876, -118.391, 169.426, 75.1245, -84.1322]","[-96.3887, -109.661, -127.917, -131.688, -133.271]","[2.91488e-07, 3.03464e-07, 3.11604e-07, 3.11982e-07, 3.10865e-07]","[40.3504, 40.3504, -47.3806, -43.1408, -39.8919]","[26.7623, 154.373, 33.3592, 33.4646, 33.1518]","[-139.65, -139.65, -123.952, -122.295, -122.295]","[153.238, 154.373, 146.641, 146.535, 146.848]",160.728,111.826,2
173,5,"[-59.0838, 5.63454, -99.5813, 56.8986, 133.773]","[-95.9685, -100.877, -112.714, -122.939, -132.124]","[2.77731e-07, 2.90276e-07, 2.97318e-07, 3.09069e-07, 3.68001e-07]","[61.2405, 61.2405, -71.5266, -71.5266, -17.7729]","[20.4286, 160.491, 28.9108, 152.285, 44.9894]","[-118.76, -118.76, -109.041, -109.041, -60.7554]","[159.571, 160.491, 151.089, 152.285, 135.011]",176.728,111.826,2
174,5,"[121.646, 156.699, -105.527, 92.3698, 7.63951]","[-95.8468, -101.829, -106.761, -114.434, -128.535]","[2.7387e-07, 2.86584e-07, 3.3518e-07, 3.45646e-07, 2.95018e-07]","[94.5391, 94.5391, -30.924, -30.924, -91.7368]","[18.1361, 162.695, 39.0596, 142.335, 28.0913]","[-85.4609, -85.4609, -60.7554, -60.7554, -86.9648]","[161.864, 162.695, 140.94, 142.335, 151.909]",192.728,111.826,2
175,5,"[131.055, -158.004, -165.089, -54.7468, -86.1305]","[-96.0489, -101.009, -113.753, -117.618, -123.151]","[2.80313e-07, 2.92747e-07, 3.10656e-07, 3.2192e-07, 3.14895e-07]","[125.284, 125.284, -110.765, -110.765, -77.6539]","[21.8014, 159.169, 33.0926, 148.205, 34.258]","[-54.7163, -54.7163, -69.2353, -69.2353, -60.7554]","[158.199, 159.169, 146.907, 148.205, 145.742]",208.728,111.826,2
176,5,"[-1.2976, -83.4777, -173.26, 64.6131, -7.0262]","[-96.5336, -106.311, -118.123, -125.93, -138.187]","[2.96389e-07, 3.08175e-07, 3.16048e-07, 3.27127e-07, 4.44137e-07]","[143.182, 143.182, -131.37, -131.37, -15.6205]","[28.584, 152.603, 34.5637, 146.763, 54.1264]","[-36.8183, -36.8183, -51.2297, -51.2297, -27.5177]","[151.416, 152.603, 145.436, 146.763, 125.874]",224.728,111.826,2
177,5,"[92.0578, -3.14485, -115.361, -97.9149, 26.8735]","[-97.2176, -101.798, -108.511, -108.732, -120.231]","[3.20652e-07, 3.37861e-07, 3.31577e-07, 3.48041e-07, 3.48045e-07]","[153.017, -137.659, 153.017, -140.891, -141.571]","[35.7405, 39.6166, 145.607, 141.827, 142.254]","[-26.9829, -38.5227, -26.9829, -39.1088, -39.268]","[144.259, 140.383, 145.607, 141.827, 141.725]",240.728,111.826,2
178,5,"[-145.791, -107.949, -167.191, 54.0764, 155.327]","[-98.014, -104.943, -113.874, -127.075, -136.008]","[3.51411e-07, 3.61408e-07, 4.21786e-07, 3.76575e-07, 3.71277e-07]","[158.905, 158.905, 13.1083, -149.28, -121.223]","[42.2153, 139.207, 51.8988, 136.6, 45.4929]","[-21.0946, -21.0946, -15.1544, -31.8459, -28.9145]","[137.785, 139.207, 128.101, 136.6, 134.507]",256.728,111.826,2
193,5,"[151.276, 98.716, -149.317, 107.158, 68.3786]","[-97.5701, -105.842, -106.52, -114.286, -128.7]","[3.33921e-07, 3.44425e-07, 3.54548e-07, 3.64458e-07, 3.97649e-07]","[8.68614, 8.68614, 172.46, 172.46, 112.149]","[38.7927, 142.598, 42.771, 138.654, 49.1177]","[-171.314, -171.314, -172.46, -172.46, 172.58]","[141.207, 142.598, 137.229, 138.654, 130.882]",128.728,127.826,2
194,5,"[94.489, 13.8468, 159.068, -134.724, 36.0192]","[-96.7473, -102.44, -123.355, -138.263, -138.963]","[3.03763e-07, 3.15274e-07, 4.0188e-07, 4.07454e-07, 4.23322e-07]","[11.6367, 11.6367, 173.838, 165.927, 141.803]","[31.0409, 150.21, 132.908, 50.3008, 52.0616]","[-168.363, -168.363, -173.838, -177.072, 172.58]","[148.959, 150.21, 132.908, 129.699, 127.938]",144.728,127.826,2
195,5,"[14.8108, 168.133, 2.71806, 82.5439, -103.048]","[-96.0581, -101.058, -107.132, -126.358, -126.903]","[2.80609e-07, 2.93031e-07, 4.34143e-07, 2.81787e-07, 4.42274e-07]","[17.5288, 17.5288, 174.783, 41.8232, 174.783]","[21.9519, 159.024, 53.1667, 28.4473, 128.217]","[-162.471, -162.471, -174.783, -168.329, -174.783]","[158.048, 159.024, 126.833, 158.748, 128.217]",160.728,127.826,2
