Receive ID,Data Size,Phase Values (deg),Received Power (dBm),time of arrival (sec),doa_phi(),doa_theta(deg),dod_phi(deg),dod_theta(deg),rx_x,rx_y,rx_z
193,5,"[-31.9849, -15.3138, 122.298, -130.82, 157.846]","[-99.2861, -107.511, -109.496, -128.008, -137.966]","[4.06783e-07, 4.15449e-07, 4.23907e-07, 4.3223e-07, 4.25414e-07]","[48.4936, 48.4936, 135.598, 135.598, 123.182]","[50.2223, 131.193, 52.1232, 129.273, 41.1139]","[-131.506, -131.506, -135.598, -135.598, -136.769]","[129.778, 131.193, 127.877, 129.273, 126.536]",128.728,127.826,2
194,5,"[172.283, 6.74452, -114.042, 82.9421, 41.484]","[-98.7478, -104.404, -108.193, -114.264, -114.633]","[3.82362e-07, 4.68192e-07, 3.91569e-07, 4.68203e-07, 4.75741e-07]","[56.6995, 142.757, 56.6995, 141.999, 142.757]","[47.1036, 56.2278, 134.327, 56.2288, 125.108]","[-123.301, -143.107, -123.301, -143.408, -143.107]","[132.896, 123.772, 134.327, 123.771, 125.108]",144.728,127.826,2
195,5,"[-1.92858, 41.9516, -144.918, -99.3964, -34.5699]","[-123.742, -126.57, -127.616, -133.276, -133.277]","[5.13728e-07, 4.9273e-07, 4.83378e-07, 5.06836e-07, 5.19637e-07]","[76.6489, 147.192, -72.879, 76.9034, 171.506]","[122.181, 58.1155, 57.4234, 60.9557, 59.9432]","[-103.351, -145.309, -103.536, -103.439, -137.315]","[122.181, 121.884, 122.577, 121.53, 120.057]",160.728,127.826,2
196,5,"[56.2846, 59.256, -160.843, 128.223, -9.14798]","[-98.0584, -105.435, -106.018, -110.677, -116.387]","[3.53214e-07, 3.6316e-07, 4.72775e-07, 3.53225e-07, 4.80252e-07]","[78.6449, 78.6449, -83.6118, 81.2302, -83.6118]","[42.5365, 138.887, 56.5985, 42.5385, 124.731]","[-101.355, -101.355, -96.9555, -101.533, -96.9555]","[137.463, 138.887, 123.402, 137.461, 124.731]",176.728,127.826,2
197,5,"[-112.256, 52.0794, 21.6988, 38.3197, -167.623]","[-97.9822, -104.66, -113.088, -114.885, -125.072]","[3.50128e-07, 3.6016e-07, 6.6746e-07, 4.72796e-07, 4.80273e-07]","[91.559, 91.559, -25.9539, -90.5818, -90.5818]","[41.9834, 139.437, 67.0497, 56.6002, 124.729]","[-88.441, -88.441, -58.0205, -88.9874, -88.9874]","[138.017, 139.437, 112.95, 123.4, 124.729]",192.728,127.826,2
198,5,"[8.6438, -74.7364, 33.1871, -14.1211, 104.831]","[-106.323, -112.21, -112.335, -116.98, -118.742]","[4.9308e-07, 6.23976e-07, 5.066e-07, 5.00254e-07, 3.55201e-07]","[-98.2037, -28.3152, 98.6013, -98.2037, 112.755]","[58.1408, 65.348, 59.0863, 123.158, 42.8847]","[-81.7963, -55.6592, -82.1104, -81.7963, -75.9931]","[121.859, 114.652, 120.914, 123.158, 137.115]",208.728,127.826,2
199,5,"[90.4612, -152.204, -30.3292, -118.844, -90.5132]","[-110.956, -115.823, -122.868, -126.784, -129.717]","[4.9971e-07, 4.86106e-07, 5.0679e-07, 4.93381e-07, 4.99759e-07]","[106.079, -106.433, 106.079, -106.433, 104.378]","[58.6121, 57.6285, 122.676, 123.681, 58.6155]","[-74.6332, -74.1143, -74.6332, -74.1143, -74.1143]","[121.388, 122.371, 122.676, 123.681, 121.385]",224.728,127.826,2
200,5,"[20.384, 22.6314, -142.873, 111.226, -45.2271]","[-98.8676, -107.416, -120.317, -121.274, -123.346]","[3.87664e-07, 4.99307e-07, 5.06392e-07, 4.99318e-07, 3.87861e-07]","[125.425, -109.949, -109.949, -110.129, 129.308]","[47.8274, 58.5838, 122.705, 57.8573, 51.1827]","[-54.5749, -66.2331, -66.2331, -66.2776, -55.2654]","[132.173, 121.416, 122.705, 121.236, 132.722]",240.728,127.826,2
201,5,"[167.435, 111.365, -3.79888, -0.459435, 77.3534]","[-99.4268, -104.334, -109.009, -120.351, -123.346]","[4.13419e-07, 4.4368e-07, 4.21948e-07, 4.51639e-07, 4.2196e-07]","[133.209, 40.6587, 133.209, 40.6587, 132.873]","[50.9837, 54.0837, 130.425, 127.288, 130.006]","[-46.791, -40.6587, -46.791, -40.6587, -46.5467]","[129.016, 125.916, 130.425, 127.288, 130.725]",256.728,127.826,2
216,5,"[-171.068, -22.5918, 37.9437, 62.9645, 58.2191]","[-98.6615, -104.843, -109.629, -113.501, -134.374]","[3.78582e-07, 3.96925e-07, 3.87879e-07, 4.05801e-07, 3.80901e-07]","[41.0998, 142.91, 41.0998, 142.91, 36.2859]","[46.5697, 49.0271, 134.862, 132.396, 53.7546]","[-138.9, -142.91, -138.9, -142.91, -135.356]","[133.43, 130.973, 134.862, 132.396, 137.719]",128.728,143.826,2
