Receive ID,Data Size,Phase Values (deg),Received Power (dBm),time of arrival (sec),doa_phi(),doa_theta(deg),dod_phi(deg),dod_theta(deg),rx_x,rx_y,rx_z
169,5,"[46.9333, -171.294, 47.1346, -152.414, -40.1134]","[-99.6885, -111.983, -114.143, -132.988, -134.526]","[4.26048e-07, 4.44675e-07, 4.3433e-07, 4.28211e-07, 4.45499e-07]","[39.4594, -43.0447, 39.4594, 54.5821, -34.4667]","[52.3469, 54.1765, 129.047, 52.5698, 45.7433]","[-140.541, -136.191, -140.541, -144.016, -135.394]","[127.653, 125.823, 129.047, 127.43, 124.894]",112.728,111.826,2
170,5,"[-63.9207, -166.974, 97.0619, -34.697, 64.1632]","[-99.0455, -106.511, -139.105, -140.768, -145.035]","[3.95677e-07, 4.04581e-07, 4.20784e-07, 4.52696e-07, 4.59338e-07]","[45.9965, 45.9965, 107.258, 102.32, -48.473]","[48.87, 132.554, 51.7918, 54.9059, 126.56]","[-134.004, -134.004, -144.016, -156.87, -122.77]","[131.13, 132.554, 128.208, 125.094, 126.56]",128.728,111.826,2
171,5,"[72.5326, -15.8703, 105.913, -27.4327, 172.28]","[-98.4749, -112.342, -113.93, -115.781, -119.08]","[3.70544e-07, 4.12921e-07, 3.80038e-07, 4.46638e-07, 4.04215e-07]","[54.3683, -60.208, 54.3683, 143.112, -60.8577]","[45.3815, 131.5, 136.051, 54.3581, 51.3149]","[-125.632, -119.792, -125.632, -144.016, -119.864]","[134.619, 131.5, 136.051, 125.642, 130.235]",144.728,111.826,2
172,5,"[7.53781, 111.543, 149.307, 155.874, 86.7676]","[-98.023, -105.034, -114.06, -116.619, -122.621]","[3.51777e-07, 3.61763e-07, 3.96165e-07, 4.96437e-07, 5.03563e-07]","[64.9332, 64.9332, -69.5144, 149.306, 149.306]","[42.2808, 139.141, 133.681, 58.3813, 122.912]","[-115.067, -115.067, -110.486, -149.656, -149.656]","[137.719, 139.141, 133.681, 121.619, 122.912]",160.728,111.826,2
173,5,"[109.602, -106.834, -40.7876, -148.253, 135.777]","[-97.7379, -104.16, -109.369, -109.578, -119.186]","[3.40428e-07, 3.50737e-07, 5.36763e-07, 3.74599e-07, 6.52055e-07]","[77.6644, 77.6644, 152.634, -80.4921, -5.97997]","[40.1356, 141.27, 60.9956, 45.9902, 66.4753]","[-102.336, -102.336, -152.984, -100.075, -47.6169]","[139.864, 141.27, 119.004, 134.01, 113.525]",176.728,111.826,2
174,5,"[-159.95, 85.1498, 33.9293, -157.757, -138.055]","[-97.6563, -104.704, -111.897, -119.557, -122.649]","[3.37247e-07, 3.47651e-07, 3.73736e-07, 3.73736e-07, 3.8315e-07]","[91.7386, 91.7386, -91.3902, -91.7368, -91.3902]","[39.4903, 141.909, 45.8623, 45.8623, 135.57]","[-88.2614, -88.2614, -88.6098, -88.6485, -88.6098]","[140.51, 141.909, 134.138, 134.138, 135.57]",192.728,111.826,2
175,5,"[-116.417, 57.2326, -147.51, 174.54, -53.8531]","[-97.7897, -104.021, -109.589, -118.243, -132.331]","[3.42462e-07, 3.52712e-07, 3.79209e-07, 3.88491e-07, 5.56638e-07]","[105.61, 105.61, -102.378, -102.378, -9.87407]","[40.5377, 140.872, 46.6594, 134.772, 62.1237]","[-74.3899, -74.3899, -77.4383, -77.4383, -47.6169]","[139.462, 140.872, 133.341, 134.772, 117.876]",208.728,111.826,2
176,5,"[112.174, -161.004, 90.7297, -127.264, 2.87074]","[-98.1195, -106.32, -136.25, -136.505, -136.979]","[3.55705e-07, 3.65584e-07, 5.11061e-07, 5.11351e-07, 3.92405e-07]","[117.854, 117.854, -14.5805, -15.6205, -129.572]","[42.9721, 138.454, 59.3853, 59.4045, 48.4515]","[-62.1464, -62.1464, -47.6169, -47.9522, -69.4398]","[137.028, 138.454, 120.615, 120.596, 131.549]",224.728,111.826,2
177,5,"[-106.41, -160.282, 79.4317, -83.2336, 92.7533]","[-98.6049, -104.081, -110.892, -112.635, -115.649]","[3.76128e-07, 4.07164e-07, 3.85483e-07, 4.15822e-07, 4.76619e-07]","[127.864, -122.16, 127.864, -122.16, 33.3196]","[46.2148, 50.2669, 135.218, 131.148, 125.034]","[-52.1358, -57.84, -52.1358, -57.84, -33.3196]","[133.785, 129.733, 135.218, 131.148, 125.034]",240.728,111.826,2
178,5,"[178.091, -17.2987, -3.6848, 173.397, -75.5637]","[-99.1971, -106.927, -114.807, -123.811, -129.865]","[4.02639e-07, 4.11393e-07, 4.9127e-07, 4.98469e-07, 4.34696e-07]","[135.75, 135.75, -147.575, -147.575, -121.223]","[49.7296, 131.689, 58.0095, 123.292, 53.2212]","[-44.2503, -44.2503, -51.5491, -51.5491, -49.939]","[130.27, 131.689, 121.991, 123.292, 126.779]",256.728,111.826,2
193,5,"[85.6706, 32.6387, -72.5817, -45.7081, -125.509]","[-98.45, -104.491, -113.504, -114.11, -137.094]","[3.69487e-07, 3.88248e-07, 3.97319e-07, 3.79007e-07, 4.11873e-07]","[37.8667, 146.028, 146.028, 37.8667, 112.149]","[45.2194, 47.9055, 133.523, 136.213, 50.8093]","[-142.133, -146.028, -146.028, -142.133, -156.87]","[134.781, 132.094, 133.523, 136.213, 129.191]",128.728,127.826,2
194,5,"[42.6738, -148.357, 97.7004, -70.6789, -25.8463]","[-97.7891, -104.022, -108.503, -114.349, -116.926]","[3.42438e-07, 3.52689e-07, 4.36228e-07, 4.96078e-07, 4.38582e-07]","[46.3345, 46.3345, 152.361, 22.4075, 165.927]","[40.5329, 140.876, 53.3715, 58.3557, 53.5998]","[-133.665, -133.665, -152.711, -157.593, -148.699]","[139.467, 140.876, 126.629, 121.644, 126.4]",144.728,127.826,2
195,5,"[-120.906, -45.4526, -79.1623, -35.5347, -175.486]","[-112.382, -123.695, -124.075, -129.425, -129.62]","[4.75667e-07, 4.81778e-07, 4.45081e-07, 4.83099e-07, 3.2302e-07]","[155.927, 171.506, 74.2065, 155.927, 46.1381]","[56.8279, 57.3016, 54.2142, 124.497, 26.6135]","[-156.278, -148.699, -106.271, -156.278, -120.544]","[123.172, 122.698, 125.786, 124.497, 142.353]",160.728,127.826,2
196,5,"[79.2584, -68.0425, 142.785, -118.6, 68.4076]","[-96.9127, -102.467, -111.795, -114.014, -116.559]","[3.09599e-07, 3.209e-07, 4.14182e-07, 4.37972e-07, 3.09676e-07]","[73.764, 73.764, -82.0605, 84.4546, 81.2302]","[32.7912, 148.499, 51.0692, 53.5409, 32.8135]","[-106.236, -106.236, -98.5068, -97.903, -106.986]","[147.209, 148.499, 128.931, 126.459, 147.187]",176.728,127.826,2
