Receive ID,Data Size,Phase Values (deg),Received Power (dBm),time of arrival (sec),doa_phi(),doa_theta(deg),dod_phi(deg),dod_theta(deg),rx_x,rx_y,rx_z
147,5,"[-142.883, -84.5634, -113.686, 85.2989, -45.9515]","[-99.2365, -107.153, -112.532, -116.748, -136.976]","[4.04466e-07, 4.13181e-07, 4.08035e-07, 4.16675e-07, 4.11418e-07]","[48.0481, 48.0481, 133.595, 133.595, 11.6391]","[49.9486, 131.468, 50.3685, 131.045, 50.7576]","[-131.952, -131.952, -132.875, -132.875, -126.948]","[130.051, 131.468, 129.632, 131.045, 129.242]",128.728,95.8262,2
153,5,"[-119.084, -117.807, -159.917, 35.3005, -14.5676]","[-98.3561, -100.753, -112.48, -116.544, -128.704]","[3.65518e-07, 3.68993e-07, 3.75139e-07, 3.78525e-07, 3.66578e-07]","[116.21, 61.6771, 116.21, 61.6771, 131.773]","[44.5988, 45.1432, 136.833, 136.289, 44.7665]","[-63.7896, -61.6771, -63.7896, -61.6771, -66.2445]","[135.401, 134.857, 136.833, 136.289, 135.233]",224.728,95.8262,2
169,5,"[152.411, 175.43, 32.0673, 18.2867, -58.6061]","[-99.3211, -104.464, -107.814, -117.669, -129.781]","[4.08421e-07, 4.24717e-07, 4.17053e-07, 4.33025e-07, 4.25058e-07]","[34.189, -38.4275, 34.189, -38.4275, -32.5654]","[50.4133, 52.2082, 131.0, 129.187, 47.1565]","[-145.811, -140.809, -145.811, -140.809, -140.184]","[129.587, 127.792, 131.0, 129.187, 127.19]",112.728,111.826,2
170,5,"[171.715, 77.7393, 48.9837, -106.417, -1.39176]","[-98.6167, -110.607, -140.259, -140.291, -144.999]","[3.7664e-07, 3.85984e-07, 4.4268e-07, 4.05036e-07, 4.38353e-07]","[40.5154, 40.5154, 102.32, 107.258, 97.6692]","[46.2895, 135.143, 53.9898, 50.0162, 53.5777]","[-139.485, -139.485, -165.12, -150.825, -166.086]","[133.711, 135.143, 126.01, 129.984, 126.422]",128.728,111.826,2
171,5,"[76.424, -114.411, 97.6771, 157.525, 8.96972]","[-97.9828, -104.666, -115.71, -116.348, -126.665]","[3.50155e-07, 3.60186e-07, 4.60257e-07, 3.8956e-07, 4.67934e-07]","[49.0301, 49.0301, 124.289, -56.3674, 124.289]","[41.9882, 139.432, 55.5647, 134.617, 125.783]","[-130.97, -130.97, -165.12, -123.633, -165.12]","[138.012, 139.432, 124.435, 134.617, 125.783]",144.728,111.826,2
172,5,"[-125.517, 163.988, -42.2606, 5.94167, 8.54595]","[-97.4738, -108.087, -117.393, -123.869, -124.024]","[3.30242e-07, 3.40859e-07, 3.71764e-07, 4.67849e-07, 4.75403e-07]","[60.4678, 60.4678, -66.5399, 152.939, 152.939]","[37.9915, 143.39, 137.39, 56.1997, 125.137]","[-119.532, -119.532, -113.46, -152.939, -152.939]","[142.009, 143.39, 137.39, 123.8, 125.137]",160.728,111.826,2
173,5,"[-166.613, -62.1989, 165.448, -139.66, -83.5643]","[-97.1492, -106.029, -106.191, -107.028, -113.207]","[3.18137e-07, 3.49037e-07, 3.29145e-07, 5.22942e-07, 3.59099e-07]","[75.1757, -78.8923, 75.1757, 156.854, -78.8923]","[35.1061, 41.7839, 146.23, 60.1526, 139.635]","[-104.824, -101.675, -104.824, -157.205, -101.675]","[144.894, 138.216, 146.23, 119.847, 139.635]",176.728,111.826,2
174,5,"[-133.261, 169.312, -49.8444, 127.735, 63.9434]","[-97.0559, -104.046, -106.533, -113.086, -113.283]","[3.14743e-07, 3.25866e-07, 3.47812e-07, 3.47812e-07, 3.57908e-07]","[92.1295, 92.1295, -91.6333, -91.7368, -91.6333]","[34.2173, 147.102, 41.5575, 41.5575, 139.86]","[-87.8705, -87.8705, -88.3667, -88.3803, -88.3667]","[145.783, 147.102, 138.443, 138.443, 139.86]",192.728,111.826,2
175,5,"[-20.3959, -19.0456, -169.92, 65.1836, 64.2456]","[-97.2091, -105.731, -106.443, -108.189, -113.752]","[3.20336e-07, 3.53586e-07, 5.33275e-07, 3.31272e-07, 3.63522e-07]","[108.728, -104.347, -10.1698, 108.728, -104.347]","[35.6619, 42.6022, 60.7876, 145.684, 138.822]","[-71.2717, -75.4691, -42.9603, -71.2717, -75.4691]","[144.338, 137.398, 119.212, 145.684, 138.822]",208.728,111.826,2
176,5,"[-147.91, -91.7513, -63.7764, -97.256, 135.902]","[-97.5843, -105.605, -129.926, -132.415, -133.714]","[3.34467e-07, 3.44955e-07, 4.88365e-07, 4.88511e-07, 3.66778e-07]","[122.655, 122.655, -14.5805, -15.6205, -131.37]","[38.9089, 142.484, 57.7964, 57.8072, 44.7979]","[-57.3449, -57.3449, -42.7997, -43.1751, -66.2445]","[141.091, 142.484, 122.204, 122.193, 135.202]",224.728,111.826,2
