Receive ID,Data Size,Phase Values (deg),Received Power (dBm),time of arrival (sec),doa_phi(),doa_theta(deg),dod_phi(deg),dod_theta(deg),rx_x,rx_y,rx_z
147,5,"[88.6307, -46.144, 120.412, 102.339, -171.2]","[-99.3755, -108.374, -108.973, -116.44, -137.184]","[4.10986e-07, 4.19566e-07, 4.145e-07, 4.23008e-07, 4.18492e-07]","[49.4003, 49.4003, 132.238, 132.238, 11.6391]","[50.7084, 130.702, 51.1047, 130.302, 51.5443]","[-130.6, -130.6, -131.518, -131.518, -125.601]","[129.292, 130.702, 128.895, 130.302, 128.456]",128.728,95.8262,2
153,5,"[129.529, -154.008, 139.34, 30.6332, -12.6285]","[-98.5254, -100.796, -112.938, -113.223, -129.604]","[3.72702e-07, 3.76109e-07, 3.82142e-07, 3.85466e-07, 3.76935e-07]","[115.139, 62.8075, 115.139, 62.8075, 78.172]","[45.7079, 46.2121, 135.725, 135.22, 46.3322]","[-64.861, -62.8075, -64.861, -62.8075, -61.0252]","[134.292, 133.788, 135.725, 135.22, 133.668]",224.728,95.8262,2
169,5,"[87.6956, 32.9722, -81.9116, -147.132, 59.9476]","[-99.4271, -107.652, -109.013, -122.492, -131.457]","[4.13431e-07, 4.30459e-07, 4.21961e-07, 4.38658e-07, 4.30928e-07]","[35.8472, -39.8827, 35.8472, -39.8827, -33.1251]","[50.9851, 52.7985, 130.423, 128.59, 46.7303]","[-144.153, -139.353, -144.153, -139.353, -138.662]","[129.015, 127.202, 130.423, 128.59, 126.494]",112.728,111.826,2
170,5,"[-56.0682, -28.1929, -6.9575, 58.9363, -90.4842]","[-98.7411, -108.286, -139.87, -140.627, -145.635]","[3.82064e-07, 3.91278e-07, 4.0941e-07, 4.45233e-07, 4.40756e-07]","[42.265, 42.265, 107.258, 102.32, 97.6692]","[47.0621, 134.369, 50.5277, 54.2283, 53.8078]","[-137.735, -137.735, -148.672, -162.56, -163.401]","[132.938, 134.369, 129.472, 125.772, 126.192]",128.728,111.826,2
171,5,"[132.382, -92.2735, -75.3853, 139.977, -27.8284]","[-98.1262, -106.434, -106.771, -113.312, -114.564]","[3.5598e-07, 3.65851e-07, 4.62846e-07, 3.9634e-07, 4.6286e-07]","[50.767, 50.767, 125.004, -57.6092, 124.289]","[43.0195, 138.407, 55.7841, 133.657, 55.7853]","[-129.233, -129.233, -162.97, -122.391, -162.56]","[136.98, 138.407, 124.216, 133.657, 124.215]",144.728,111.826,2
172,5,"[-123.482, -43.264, 44.2421, 15.9683, 141.452]","[-97.6346, -104.927, -116.326, -120.926, -121.186]","[3.36408e-07, 3.46837e-07, 4.72232e-07, 3.7886e-07, 4.79718e-07]","[61.9539, 61.9539, 151.483, -67.5151, 151.483]","[39.3166, 142.081, 56.555, 136.236, 124.775]","[-118.046, -118.046, -151.483, -112.485, -151.483]","[140.683, 142.081, 123.445, 136.236, 124.775]",160.728,111.826,2
173,5,"[166.7, -90.9832, 126.995, 34.4305, 147.611]","[-97.3221, -106.231, -107.496, -111.733, -114.786]","[3.2453e-07, 3.56484e-07, 5.26847e-07, 3.35328e-07, 3.66342e-07]","[76.0206, -79.4231, 155.558, 76.0206, -79.4231]","[36.6811, 43.1063, 60.3959, 144.681, 138.32]","[-103.979, -101.144, -155.908, -103.979, -101.144]","[143.319, 136.894, 119.604, 144.681, 138.32]",176.728,111.826,2
174,5,"[144.695, -95.0457, 52.6453, 79.824, -51.6506]","[-97.2325, -107.044, -109.08, -113.953, -114.8]","[3.212e-07, 3.55372e-07, 3.32107e-07, 3.55372e-07, 3.6526e-07]","[91.9959, -91.5525, 91.9959, -91.7368, -91.5525]","[35.876, 42.9144, 145.474, 42.9145, 138.511]","[-88.0041, -88.4475, -88.0041, -88.4706, -88.4475]","[144.124, 137.086, 145.474, 137.086, 138.511]",192.728,111.826,2
175,5,"[-84.0584, 167.446, -149.349, 117.22, -165.505]","[-97.3795, -106.045, -111.08, -116.935, -120.871]","[3.2668e-07, 3.61055e-07, 3.37409e-07, 3.70791e-07, 5.40047e-07]","[107.674, -103.696, 107.674, -103.696, -9.87407]","[37.1843, 43.8758, 144.186, 137.554, 61.1885]","[-72.3258, -76.12, -72.3258, -76.12, -44.3313]","[142.816, 136.124, 144.186, 137.554, 118.811]",208.728,111.826,2
176,5,"[74.4947, -119.485, -137.778, -98.2194, -3.93206]","[-97.7409, -104.148, -132.452, -134.215, -134.386]","[3.40544e-07, 3.5085e-07, 4.94931e-07, 4.95123e-07, 3.74131e-07]","[121.066, 121.066, -14.5805, -15.6205, -131.37]","[40.1588, 141.247, 58.2739, 58.2876, 45.921]","[-58.9336, -58.9336, -44.3313, -44.6943, -67.3641]","[139.841, 141.247, 121.726, 121.712, 134.079]",224.728,111.826,2
177,5,"[17.7268, 85.2808, -123.594, -132.708, 174.177]","[-98.268, -109.721, -113.63, -116.539, -118.387]","[3.61831e-07, 3.71547e-07, 3.90603e-07, 4.52936e-07, 4.65436e-07]","[131.549, 131.549, -124.241, -37.9166, 29.9753]","[44.0034, 137.427, 48.2168, 54.3619, 126.005]","[-48.4515, -48.4515, -55.0017, -46.4098, -29.9753]","[135.997, 137.427, 131.783, 124.991, 126.005]",240.728,111.826,2
178,5,"[62.2744, 108.48, 61.3242, 81.8199, 66.867]","[-98.9047, -106.814, -111.032, -113.855, -119.023]","[3.89324e-07, 3.9837e-07, 4.74265e-07, 5.15359e-07, 4.24641e-07]","[139.48, 139.48, -145.209, 48.0533, -131.117]","[48.0484, 133.379, 56.717, 59.6676, 130.116]","[-40.5198, -40.5198, -49.1837, -43.266, -47.1471]","[131.952, 133.379, 123.283, 120.332, 130.116]",256.728,111.826,2
193,5,"[-138.364, -13.2602, 130.134, 128.33, -125.464]","[-98.1948, -104.42, -107.803, -116.38, -132.699]","[3.58799e-07, 3.78087e-07, 3.68595e-07, 3.87396e-07, 4.04816e-07]","[33.06, 150.575, 33.06, 150.575, 112.149]","[43.4999, 46.4987, 137.928, 134.933, 49.9902]","[-146.94, -150.575, -146.94, -150.575, -162.56]","[136.5, 133.501, 137.928, 134.933, 130.01]",128.728,127.826,2
194,5,"[21.9856, 81.1132, -6.90788, 61.0856, 129.054]","[-97.4907, -107.605, -111.257, -113.253, -119.123]","[3.30885e-07, 3.41483e-07, 5.02339e-07, 4.27231e-07, 4.28418e-07]","[41.2547, 41.2547, 18.4743, 156.306, 165.927]","[38.134, 143.249, 58.7948, 52.4691, 52.591]","[-138.745, -138.745, -161.876, -156.656, -153.658]","[141.866, 143.249, 121.205, 127.531, 127.409]",144.728,127.826,2
195,5,"[-120.572, -111.632, -156.634, -152.739, 29.4449]","[-109.074, -117.61, -122.699, -125.035, -126.377]","[4.67443e-07, 4.14817e-07, 4.75003e-07, 3.10128e-07, 4.1482e-07]","[159.473, -71.2502, 159.473, 44.8569, -71.1487]","[56.1664, 131.269, 125.171, 27.1211, 131.607]","[-159.824, -108.75, -159.824, -125.491, -108.712]","[123.834, 131.269, 125.171, 146.178, 131.142]",160.728,127.826,2
196,5,"[-68.9752, -52.3954, -98.0318, 168.154, -1.78825]","[-96.5453, -105.911, -118.689, -121.936, -126.28]","[2.96788e-07, 3.08559e-07, 2.96924e-07, 4.03268e-07, 4.6141e-07]","[70.8329, 70.8329, 81.2302, -81.3187, -38.1483]","[28.7252, 152.466, 28.7729, 132.725, 55.6628]","[-109.167, -109.167, -110.412, -99.2486, -73.179]","[151.275, 152.466, 151.227, 132.725, 124.337]",176.728,127.826,2
197,5,"[149.941, -7.80574, -124.581, -119.116, 64.3113]","[-96.4379, -109.782, -130.608, -136.457, -137.807]","[2.93144e-07, 3.05055e-07, 4.31457e-07, 3.93664e-07, 4.02613e-07]","[92.7857, 92.7857, -55.7362, -90.5818, -90.5818]","[27.3971, 153.757, 52.899, 48.6137, 132.812]","[-87.2143, -87.2143, -73.179, -88.4706, -88.4706]","[152.603, 153.757, 127.101, 131.386, 132.812]",192.728,127.826,2
198,5,"[-172.074, 64.1748, -12.3313, -6.99414, -135.942]","[-96.6139, -104.083, -104.939, -110.073, -112.395]","[2.99138e-07, 3.1082e-07, 2.99139e-07, 5.53411e-07, 3.10821e-07]","[113.985, 113.985, 112.755, -34.9251, 112.755]","[29.5358, 151.677, 29.5361, 61.9468, 151.677]","[-66.0154, -66.0154, -65.9387, -49.0493, -65.9387]","[150.464, 151.677, 150.464, 118.053, 151.677]",208.728,127.826,2
199,5,"[-127.985, -130.925, -77.8667, 112.246, -136.464]","[-107.886, -111.212, -116.982, -121.272, -123.091]","[5.16098e-07, 4.09594e-07, 4.18202e-07, 5.22956e-07, 5.16122e-07]","[-38.8576, -110.998, -110.998, -38.8576, -37.8919]","[59.7156, 50.5489, 130.863, 121.547, 59.7172]","[-45.1168, -69.0024, -69.0024, -45.1168, -44.6943]","[120.284, 129.451, 130.863, 121.547, 120.283]",224.728,127.826,2
200,5,"[-36.2956, -165.836, 53.0293, -63.5665, 152.817]","[-97.6544, -104.722, -122.048, -127.766, -131.151]","[3.37172e-07, 3.47578e-07, 3.47624e-07, 3.47701e-07, 3.38442e-07]","[141.057, 141.057, 138.922, 143.994, 149.503]","[39.4749, 141.924, 140.452, 138.765, 51.6677]","[-38.9431, -38.9431, -38.4554, -39.4866, -40.3866]","[140.525, 141.924, 142.242, 142.456, 142.092]",240.728,127.826,2
201,5,"[-127.9, -57.7835, 158.735, -7.25673, -64.9853]","[-98.3799, -105.244, -112.494, -113.158, -141.274]","[3.6652e-07, 4.00367e-07, 4.09169e-07, 3.76115e-07, 3.76087e-07]","[148.528, 26.2866, 26.2866, 148.528, 135.618]","[44.7573, 49.4535, 131.967, 136.674, 54.766]","[-31.4718, -26.2866, -26.2866, -31.4718, -16.6811]","[135.243, 130.546, 131.967, 136.674, 142.244]",256.728,127.826,2
216,5,"[-84.3871, 67.1327, 103.152, -62.1507, 22.3011]","[-97.7867, -104.026, -105.286, -117.565, -142.084]","[3.42346e-07, 3.526e-07, 3.62511e-07, 3.72209e-07, 3.64267e-07]","[21.4538, 21.4538, 161.194, 161.194, 152.009]","[40.515, 140.894, 44.1146, 137.316, 28.4115]","[-158.546, -158.546, -161.194, -161.194, -161.898]","[139.485, 140.894, 135.885, 137.316, 134.051]",128.728,143.826,2
217,5,"[-157.341, 106.111, 81.6786, -60.6047, -158.379]","[-97.0068, -103.311, -116.848, -118.418, -120.693]","[3.12969e-07, 3.24153e-07, 4.00337e-07, 4.0914e-07, 5.87267e-07]","[27.904, 27.904, 164.49, 164.49, 106.813]","[33.7368, 147.574, 49.45, 131.97, 64.0649]","[-152.096, -152.096, -164.49, -164.49, 144.983]","[146.263, 147.574, 130.55, 131.97, 116.643]",144.728,143.826,2
220,5,"[123.255, -166.041, -88.8995, -91.3722, -43.7202]","[-95.8114, -102.477, -120.611, -125.027, -136.42]","[2.72759e-07, 2.85522e-07, 4.35152e-07, 6.20141e-07, 4.69834e-07]","[94.6076, 94.6076, -90.3494, -36.2696, -66.8323]","[17.4093, 163.392, 53.2661, 65.1853, 56.3616]","[-85.3924, -85.3924, -88.4706, -47.7048, -73.179]","[162.591, 163.392, 126.734, 114.815, 123.638]",192.728,143.826,2
223,5,"[19.3876, 154.494, -164.804, 20.0781, 154.556]","[-97.1893, -118.942, -123.387, -125.419, -127.993]","[3.19608e-07, 3.30585e-07, 3.1988e-07, 3.30606e-07, 4.76391e-07]","[153.992, 153.076, 157.223, 150.583, 10.5041]","[35.4795, 147.05, 40.8722, 145.853, 124.607]","[-26.0085, -25.8227, -26.637, -25.2973, -12.6388]","[144.52, 145.612, 145.42, 145.853, 125.226]",240.728,143.826,2
224,5,"[95.9589, -44.7328, 73.4394, 120.21, -33.7161]","[-97.9896, -104.722, -111.202, -132.682, -138.714]","[3.5043e-07, 3.60453e-07, 4.26303e-07, 4.3458e-07, 3.61198e-07]","[159.717, 159.717, 12.2297, 12.2297, 154.048]","[42.0381, 139.383, 52.3733, 129.021, 137.378]","[-20.2828, -20.2828, -14.2758, -14.2758, -15.7732]","[137.962, 139.383, 127.627, 129.021, 140.683]",256.728,143.826,2
238,5,"[64.0258, -110.182, -117.317, 16.4566, -39.7729]","[-98.4436, -114.112, -132.535, -142.339, -142.685]","[3.69212e-07, 3.78739e-07, 3.79483e-07, 3.9085e-07, 3.88689e-07]","[6.12832, 6.12832, -36.4976, 71.1095, -36.1522]","[45.1771, 136.255, 46.6983, 48.2491, 134.743]","[-173.872, -173.872, -166.082, 176.491, -166.064]","[134.823, 136.255, 133.302, 131.751, 134.743]",112.728,159.826,2
239,5,"[46.8699, -46.7845, -44.8399, -107.893, -168.505]","[-97.5648, -105.937, -108.257, -123.288, -126.644]","[3.33715e-07, 3.44226e-07, 4.35905e-07, 4.36037e-07, 4.35946e-07]","[7.69191, 7.69191, -109.173, -106.196, -110.762]","[38.7486, 142.642, 53.3399, 53.3529, 53.344]","[-172.308, -172.308, -152.618, -153.658, -152.008]","[141.251, 142.642, 126.66, 126.647, 126.656]",128.728,159.826,2
240,5,"[-173.203, -110.768, 72.3348, 128.163, -55.851]","[-119.251, -129.401, -133.97, -134.988, -135.984]","[3.03631e-07, 5.42258e-07, 3.15652e-07, 5.43141e-07, 4.57724e-07]","[11.3477, 110.329, 12.781, 113.352, -132.105]","[27.9649, 61.317, 156.288, 61.3679, 55.347]","[-169.961, 144.331, -170.347, 146.447, -153.658]","[148.14, 118.683, 148.171, 118.632, 124.653]",144.728,159.826,2
242,5,"[173.03, 53.4797, -41.8309, -37.3937, 131.208]","[-95.5906, -107.668, -115.821, -120.267, -123.321]","[2.65918e-07, 2.78994e-07, 2.76239e-07, 2.88849e-07, 2.7624e-07]","[30.8357, 30.8357, 162.423, 162.423, 162.209]","[11.8358, 168.726, 19.5806, 161.307, 19.3433]","[-149.164, -149.164, -162.423, -162.423, -162.489]","[168.164, 168.726, 160.419, 161.307, 160.345]",176.728,159.826,2
243,5,"[-65.7256, 5.36781, 119.669, 177.916, 170.227]","[-95.4564, -102.016, -121.402, -131.341, -133.858]","[2.61843e-07, 2.75114e-07, 4.79002e-07, 4.86384e-07, 8.48999e-07]","[103.197, 103.197, -90.2497, -90.2497, 90.9968]","[6.29606, 174.009, 57.0883, 124.232, 73.1255]","[-76.803, -76.803, -88.4706, -88.4706, 90.1052]","[173.704, 174.009, 122.912, 124.232, 108.893]",192.728,159.826,2
