Receive ID,Data Size,Phase Values (deg),Received Power (dBm),time of arrival (sec),doa_phi(),doa_theta(deg),dod_phi(deg),dod_theta(deg),rx_x,rx_y,rx_z
100,5,"[100.839, -117.748, 60.1372, -167.66, 47.2895]","[-99.7121, -114.74, -134.254, -150.613, -150.924]","[4.27207e-07, 4.35467e-07, 4.30123e-07, 4.38328e-07, 4.52513e-07]","[39.8359, 39.8359, 55.1885, 55.1885, 31.3282]","[52.4667, 128.926, 52.7645, 128.625, 69.0201]","[-140.164, -140.164, -144.742, -144.742, -124.469]","[127.533, 128.926, 127.236, 128.625, 144.993]",112.728,63.8262,2
101,5,"[-118.529, -36.6058, -25.3123, -41.4371, -148.305]","[-99.0737, -106.534, -139.911, -140.969, -151.667]","[3.96963e-07, 4.05839e-07, 4.19303e-07, 4.04527e-07, 4.27716e-07]","[46.3875, 46.3875, 97.0961, 56.6802, 97.0961]","[49.0319, 132.391, 51.6323, 67.7039, 129.77]","[-133.612, -133.612, -144.742, -137.645, -144.742]","[130.968, 132.391, 128.368, 136.152, 129.77]",128.728,63.8262,2
102,5,"[-96.5311, 157.312, -14.4016, 166.934, -13.0737]","[-98.508, -113.344, -134.76, -134.93, -140.591]","[3.71959e-07, 3.81418e-07, 3.74579e-07, 4.38328e-07, 3.83136e-07]","[54.7514, 54.7514, 47.9713, 133.359, 49.1935]","[45.5962, 135.836, 51.6046, 53.5753, 131.302]","[-125.249, -125.249, -119.28, -144.742, -120.117]","[134.404, 135.836, 138.561, 126.425, 139.249]",144.728,63.8262,2
103,5,"[-15.45, 147.25, 178.609, 42.9505, 139.423]","[-106.426, -115.719, -123.814, -124.675, -130.742]","[4.72914e-07, 4.80388e-07, 3.53577e-07, 3.53597e-07, 4.73192e-07]","[147.155, 147.155, 63.7609, 69.0934, 146.047]","[56.6095, 124.72, 39.7964, 40.9742, 54.1608]","[-146.396, -146.396, -113.939, -116.89, -146.995]","[123.39, 124.72, 135.852, 136.455, 122.001]",160.728,63.8262,2
104,5,"[39.2849, -15.1034, 54.141, 150.019, -58.38]","[-123.452, -135.615, -137.767, -138.957, -144.005]","[3.42321e-07, 3.53828e-07, 5.12298e-07, 3.53141e-07, 3.62943e-07]","[77.0738, 54.2293, 151.853, 76.3832, 55.6286]","[37.5473, 48.2224, 62.3444, 145.804, 134.324]","[-101.692, -92.6266, -149.452, -101.328, -92.735]","[137.862, 141.81, 122.679, 137.9, 142.93]",176.728,63.8262,2
105,5,"[36.7294, -107.871, 94.2099, -47.5732, 74.3374]","[-97.6998, -104.36, -108.572, -115.131, -118.716]","[3.38939e-07, 3.49292e-07, 3.38952e-07, 3.49305e-07, 3.39564e-07]","[91.7944, 91.7944, 90.6576, 90.6576, 98.6221]","[39.8361, 141.566, 39.8388, 141.564, 40.2713]","[-88.2056, -88.2056, -87.6531, -87.6531, -92.4825]","[140.164, 141.566, 140.161, 141.564, 140.23]",192.728,63.8262,2
106,5,"[68.674, 6.28383, 43.27, 103.097, -11.0266]","[-109.467, -117.817, -134.91, -138.606, -139.233]","[4.8512e-07, 4.9241e-07, 4.85761e-07, 3.56225e-07, 3.53162e-07]","[30.9731, 30.9731, 32.3055, 128.314, 113.542]","[57.5547, 123.756, 54.3508, 50.9352, 24.8052]","[-32.736, -32.736, -31.792, -92.2581, -77.1596]","[122.445, 123.756, 120.018, 142.433, 129.222]",208.728,63.8262,2
107,5,"[118.84, 133.802, -24.6085, -134.034, 115.937]","[-104.167, -118.116, -133.553, -137.59, -138.484]","[4.48009e-07, 4.55892e-07, 4.48498e-07, 3.63236e-07, 3.61421e-07]","[35.2942, 35.2942, 30.0627, 109.187, 104.562]","[54.4836, 126.882, 54.5282, 31.4992, 38.2154]","[-37.057, -37.057, -39.1218, -58.7132, -54.2347]","[125.516, 126.882, 125.472, 128.924, 132.134]",224.728,63.8262,2
108,5,"[27.349, -162.165, -29.4584, -169.253, -131.384]","[-107.902, -135.472, -135.86, -146.854, -152.127]","[3.77771e-07, 3.87183e-07, 4.16361e-07, 4.24832e-07, 4.34031e-07]","[127.393, 126.296, 55.1035, 55.1035, 71.6525]","[46.3043, 135.959, 51.311, 130.094, 53.1555]","[-52.2701, -51.2621, -39.1218, -39.1218, -27.2836]","[133.417, 134.042, 128.689, 130.094, 126.844]",240.728,63.8262,2
109,5,"[70.1534, 93.1904, 79.1994, -124.029, -27.1272]","[-99.231, -107.119, -134.67, -136.582, -139.927]","[4.04211e-07, 4.12931e-07, 4.06398e-07, 4.09707e-07, 4.10359e-07]","[135.437, 135.437, 139.132, 108.399, 125.99]","[49.9181, 131.499, 54.822, 50.5619, 66.0298]","[-44.5634, -44.5634, -49.2165, -39.1218, -40.8205]","[130.082, 131.499, 135.245, 129.438, 134.801]",256.728,63.8262,2
