Receive ID,Data Size,Phase Values (deg),Received Power (dBm),time of arrival (sec),doa_phi(),doa_theta(deg),dod_phi(deg),dod_theta(deg),rx_x,rx_y,rx_z
193,5,"[-97.2476, 31.9562, 41.3198, 63.8221, -121.889]","[-99.0809, -106.543, -106.936, -119.566, -138.218]","[3.97293e-07, 4.06161e-07, 4.14806e-07, 4.23308e-07, 4.16346e-07]","[46.3627, 46.3627, 137.733, 137.733, 125.172]","[49.0732, 132.349, 51.1389, 130.268, 39.6671]","[-133.637, -133.637, -137.733, -137.733, -138.898]","[130.927, 132.349, 128.861, 130.268, 127.467]",128.728,127.826,2
194,5,"[148.807, -76.4058, -152.91, 88.7533, 14.4677]","[-98.5149, -104.748, -106.078, -113.189, -114.091]","[3.72255e-07, 4.59982e-07, 4.60134e-07, 3.81706e-07, 4.60135e-07]","[54.7099, 144.793, 141.803, 54.7099, 141.999]","[45.6407, 55.5411, 55.5542, 135.792, 55.5542]","[-125.29, -145.144, -146.213, -125.29, -146.295]","[134.359, 124.459, 124.446, 135.792, 124.446]",144.728,127.826,2
195,5,"[-119.265, -69.5497, -127.765, -88.997, 133.527]","[-109.031, -122.458, -122.492, -125.981, -126.125]","[4.84872e-07, 4.84888e-07, 4.99915e-07, 4.69649e-07, 4.92166e-07]","[147.925, 147.192, 76.1194, -72.879, 148.475]","[57.536, 57.5372, 123.183, 56.3466, 123.775]","[-147.925, -148.334, -103.881, -104.267, -147.885]","[122.464, 122.463, 123.183, 123.653, 123.775]",160.728,127.826,2
196,5,"[140.932, -84.7823, -130.696, 157.063, 5.53196]","[-97.7845, -104.029, -106.065, -112.04, -118.116]","[3.42256e-07, 3.52512e-07, 4.58883e-07, 3.42275e-07, 4.66582e-07]","[77.7962, 77.7962, -83.3066, 81.2302, -83.3066]","[40.4973, 140.912, 55.447, 40.501, 125.903]","[-102.204, -102.204, -97.2607, -102.458, -97.2607]","[139.503, 140.912, 124.553, 139.499, 125.903]",176.728,127.826,2
197,5,"[-133.526, 108.563, -166.35, 1.57826, -170.34]","[-97.7033, -104.338, -113.142, -115.148, -121.614]","[3.39076e-07, 3.49426e-07, 6.54378e-07, 4.58804e-07, 6.03659e-07]","[91.6882, 91.6882, -26.8095, -90.5818, 175.28]","[39.864, 141.539, 66.5638, 55.4401, 64.4598]","[-88.3118, -88.3118, -57.1649, -88.924, -139.642]","[140.136, 141.539, 113.436, 124.56, 115.54]",192.728,127.826,2
198,5,"[-74.9004, -74.5513, -128.91, -18.7312, -156.793]","[-106.04, -111.578, -112.042, -116.303, -116.896]","[4.78984e-07, 4.92342e-07, 6.11428e-07, 4.86365e-07, 3.44296e-07]","[-98.5513, 98.9232, -29.3039, -98.5513, 112.755]","[57.0868, 58.0874, 64.8072, 124.233, 40.8933]","[-81.4487, -81.7886, -54.6705, -81.4487, -74.9052]","[122.913, 121.913, 115.193, 124.233, 139.107]",208.728,127.826,2
199,5,"[132.645, -167.451, -63.9698, -102.21, -142.795]","[-106.785, -111.474, -114.959, -118.242, -122.891]","[4.72512e-07, 4.8592e-07, 4.72512e-07, 4.79992e-07, 4.93197e-07]","[-106.677, 106.707, -106.433, -106.677, 106.707]","[56.5774, 57.6146, 56.5775, 124.752, 123.695]","[-73.3226, -74.0045, -73.2568, -73.3226, -74.0045]","[123.423, 122.385, 123.423, 124.752, 123.695]",224.728,127.826,2
200,5,"[-14.2146, 3.00294, 89.2039, -97.2805, 18.5452]","[-98.6417, -118.037, -122.253, -123.198, -129.416]","[3.77724e-07, 4.86253e-07, 4.93524e-07, 3.77925e-07, 3.78518e-07]","[127.478, -110.81, -110.901, 131.407, 124.804]","[46.4465, 57.9835, 123.67, 49.9417, 50.3771]","[-52.5216, -65.2567, -65.2803, -53.2237, -50.4094]","[133.554, 122.449, 123.67, 134.125, 136.295]",240.728,127.826,2
201,5,"[-41.8327, -5.05583, -31.7843, -17.4837, -28.0587]","[-99.229, -104.062, -107.106, -122.238, -136.774]","[4.04118e-07, 4.35031e-07, 4.1284e-07, 4.43145e-07, 4.13085e-07]","[135.355, 38.5505, 135.355, 38.5505, 133.704]","[49.907, 53.2542, 131.51, 128.129, 129.616]","[-44.6447, -38.5505, -44.6447, -38.5505, -43.3303]","[130.093, 126.746, 131.51, 128.129, 132.927]",256.728,127.826,2
216,5,"[-171.007, 132.876, -144.167, -97.1734, -29.6792]","[-98.481, -104.518, -113.379, -113.847, -137.876]","[3.70804e-07, 3.89511e-07, 3.98553e-07, 3.80291e-07, 3.75859e-07]","[38.3442, 145.569, 145.569, 38.3442, 30.8253]","[45.4211, 48.0731, 133.355, 136.011, 58.1362]","[-141.656, -145.569, -145.569, -141.656, -137.143]","[134.579, 131.927, 133.355, 136.011, 140.101]",128.728,143.826,2
